ID,tipoplan,canalpago,consumomes,Estrato,Sexo,Edad,EstadoCivil,Educacion,Recomienda,rango_antiguedad,servicio_adicional,gigas_cons
1775,Postpago cuenta control,online,73920,3-4,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Neutro,<= 71,1,1.58689502075165
422,Empresarial Ejecutivo,presencial,105020,0,Masculino,Mayor a 45,Soltero/a,Bachillerato o inferior,Recomienda,<= 71,3,1.58695246569427
1516,Empresarial Ejecutivo,presencial,171800,5-6,Masculino,Menor a 25,Separado/a,Técnico,Recomienda,159 - 249,1,1.58716427058173
743,Empresarial Ejecutivo,online,99120,1-2,Masculino,Menor a 25,Soltero/a,Posgrado,No recomienda,250+,1,1.58718463612283
483,Empresarial bajo costo,presencial,2844800,1-2,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Neutro,250+,1,1.58920170300065
1932,Empresarial Ejecutivo,online,81200,3-4,Femenino,Menor a 25,Casado/a,Bachillerato o inferior,Neutro,<= 71,3,1.58932580978066
372,Postpago cuenta control,online,203320,1-2,Femenino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Recomienda,250+,1,1.58978491801438
1071,Prepago,presencial,73199.7777777778,1-2,Femenino,Mayor a 45,Soltero/a,Bachillerato o inferior,Recomienda,250+,4,1.59009132892536
1703,Empresarial Ejecutivo,online,104000,0,Femenino,Menor a 25,Casado/a,Bachillerato o inferior,Recomienda,72 - 158,1,1.59121895659719
1271,Empresarial Ejecutivo,presencial,131600,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Neutro,72 - 158,1,1.59148716203741
1701,Postpago cuenta control,presencial,46730,1-2,Femenino,Entre  26 y 45,Divorciado/a,Posgrado,No recomienda,<= 71,1,1.59273857669946
747,Prepago,presencial,48437.6388888889,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Neutro,250+,4,1.59425735323962
953,Empresarial bajo costo,online,2399320,0,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Neutro,72 - 158,3,1.59654379583785
1770,Empresarial bajo costo,online,2366000,3-4,Masculino,Entre  26 y 45,Casado/a,Profesional,Recomienda,159 - 249,1,1.59696001754756
399,Postpago cuenta control,presencial,184900,1-2,Femenino,Menor a 25,Separado/a,Profesional,Recomienda,72 - 158,1,1.59798048003582
1571,Empresarial Ejecutivo,online,165860,1-2,Masculino,Menor a 25,Soltero/a,Profesional,Recomienda,159 - 249,1,1.59887835453086
1482,Empresarial Ejecutivo,presencial,95360,1-2,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Recomienda,159 - 249,3,1.59911155518252
625,Empresarial Ejecutivo,online,208400,0,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,1,1.59944316860342
327,Empresarial bajo costo,presencial,2084500,1-2,Femenino,Menor a 25,Casado/a,Bachillerato o inferior,No recomienda,250+,3,1.60082684389765
1260,Postpago cuenta control,presencial,25700,1-2,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Neutro,72 - 158,1,1.60086956070991
1595,Prepago,online,91132.8571428571,0,Femenino,Menor a 25,Soltero/a,Profesional,No recomienda,159 - 249,3,1.60105108745698
1670,Empresarial Ejecutivo,online,148730,1-2,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,No recomienda,<= 71,3,1.60170820624437
1502,Prepago,presencial,87410,1-2,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Recomienda,250+,1,1.60344708373044
1663,Empresarial bajo costo,online,2643000,1-2,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Recomienda,159 - 249,3,1.6053708590343
1547,Postpago cuenta control,online,124800,1-2,Masculino,Menor a 25,Soltero/a,Profesional,Neutro,72 - 158,1,1.60539309085554
889,Postpago cuenta control,presencial,61645.4166666667,1-2,Femenino,Entre  26 y 45,Divorciado/a,Bachillerato o inferior,Recomienda,250+,3,1.60701191555279
117,Empresarial Ejecutivo,online,306400,1-2,Masculino,Menor a 25,Soltero/a,Profesional,Recomienda,72 - 158,1,1.60705260164101
667,Empresarial Ejecutivo,presencial,121510,3-4,Femenino,Entre  26 y 45,Soltero/a,Posgrado,Neutro,159 - 249,2,1.60707522855709
812,Empresarial Ejecutivo,online,230660,1-2,Masculino,Entre  26 y 45,Casado/a,Profesional,No recomienda,<= 71,1,1.60816539590783
1414,Postpago cuenta control,online,139100,1-2,Femenino,Mayor a 45,Soltero/a,Bachillerato o inferior,Recomienda,159 - 249,1,1.60853766206658
1579,Prepago,online,34600,3-4,Masculino,Menor a 25,Divorciado/a,Profesional,Recomienda,72 - 158,1,1.60943060207915
534,Empresarial Ejecutivo,presencial,289380,1-2,Femenino,Entre  26 y 45,Soltero/a,Profesional,Neutro,250+,3,1.60996959684772
271,Prepago,presencial,38470,3-4,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Recomienda,<= 71,1,1.61024152478784
1805,Postpago cuenta control,online,69900,0,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Neutro,72 - 158,1,1.61028864569184
678,Empresarial bajo costo,presencial,1734960,1-2,Masculino,Menor a 25,Casado/a,Profesional,Recomienda,159 - 249,4,1.61052950311809
810,Empresarial Ejecutivo,online,470697.272727273,3-4,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Recomienda,250+,4,1.61070958814486
1338,Postpago cuenta control,presencial,72059.681372549,1-2,Masculino,Mayor a 45,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,3,1.61098201621052
1263,Postpago cuenta control,presencial,77820,3-4,Masculino,Entre  26 y 45,Separado/a,Bachillerato o inferior,Recomienda,<= 71,1,1.61219282813138
834,Postpago cuenta control,presencial,59460,0,Femenino,Entre  26 y 45,Divorciado/a,Bachillerato o inferior,No recomienda,250+,1,1.61506038856845
141,Postpago cuenta control,presencial,89390,0,Femenino,Menor a 25,Divorciado/a,Profesional,Recomienda,250+,1,1.61573346603248
1370,Empresarial Ejecutivo,presencial,203366.666666667,3-4,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,No recomienda,159 - 249,3,1.6162892980288
81,Prepago,online,50140,3-4,Masculino,Entre  26 y 45,Soltero/a,Técnico,No recomienda,72 - 158,3,1.61660314714434
124,Empresarial Ejecutivo,online,132760,3-4,Masculino,Menor a 25,Divorciado/a,Profesional,Recomienda,<= 71,1,1.61687760918766
1504,Postpago cuenta control,online,137631.666666667,3-4,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,159 - 249,3,1.61766272591808
229,Postpago cuenta control,presencial,37470,1-2,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Neutro,250+,1,1.62081309514061
1322,Postpago cuenta control,online,114912.5,1-2,Masculino,Mayor a 45,Soltero/a,Bachillerato o inferior,Recomienda,250+,4,1.62613582720126
261,Empresarial Ejecutivo,online,172080,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,<= 71,1,1.62825313897442
1523,Empresarial Ejecutivo,presencial,1048400,3-4,Femenino,Menor a 25,Casado/a,Tecnólogo,No recomienda,<= 71,1,1.6289791286983
737,Postpago cuenta control,online,51800,3-4,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Neutro,159 - 249,1,1.63002507120049
713,Empresarial Ejecutivo,presencial,207300,3-4,Femenino,Menor a 25,Casado/a,Profesional,Recomienda,<= 71,1,1.63054092687007
998,Postpago cuenta control,online,155666.666666667,3-4,Masculino,Entre  26 y 45,Divorciado/a,Técnico,Recomienda,159 - 249,3,1.63111339770279
833,Prepago,presencial,61276.3636363636,0,Femenino,Entre  26 y 45,Divorciado/a,Bachillerato o inferior,No recomienda,250+,3,1.63117073099386
1797,Empresarial Ejecutivo,presencial,78316,1-2,Femenino,Entre  26 y 45,Soltero/a,Profesional,Recomienda,72 - 158,3,1.63155151412119
964,Postpago cuenta control,presencial,218810,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Neutro,<= 71,1,1.63280676300685
41,Prepago,online,154970,1-2,Masculino,Menor a 25,Soltero/a,Profesional,Neutro,<= 71,1,1.63296272076979
963,Postpago cuenta control,presencial,78683.75,1-2,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Recomienda,<= 71,3,1.63457380035727
631,Prepago,presencial,101060,1-2,Femenino,Menor a 25,Soltero/a,Profesional,Neutro,<= 71,1,1.63551956594762
1056,Empresarial Ejecutivo,online,224080,1-2,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,No recomienda,<= 71,3,1.63559436825374
21,Prepago,presencial,71100,5-6,Masculino,Mayor a 45,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,3,1.63659741388364
597,Prepago,presencial,108575,3-4,Masculino,Entre  26 y 45,Casado/a,Posgrado,Recomienda,<= 71,3,1.63913630597972
172,Postpago cuenta control,presencial,44840,1-2,Masculino,Entre  26 y 45,Soltero/a,Posgrado,No recomienda,<= 71,1,1.63937296789595
1325,Postpago cuenta control,online,83814,1-2,Masculino,Menor a 25,Casado/a,Posgrado,Recomienda,250+,4,1.63979756951205
1241,Empresarial Ejecutivo,presencial,142161.428571429,1-2,Masculino,Entre  26 y 45,Casado/a,Posgrado,Neutro,250+,3,1.64076076912843
1929,Empresarial Ejecutivo,online,364740,0,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Neutro,159 - 249,4,1.64100719630908
1351,Empresarial Ejecutivo,online,269380,1-2,Femenino,Entre  26 y 45,Separado/a,Bachillerato o inferior,No recomienda,<= 71,3,1.64163300770318
1055,Postpago cuenta control,presencial,20260,1-2,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,No recomienda,<= 71,1,1.64191585290182
674,Empresarial Ejecutivo,online,165785.128205128,3-4,Femenino,Entre  26 y 45,Divorciado/a,Profesional,Recomienda,159 - 249,4,1.64246576879395
1823,Postpago cuenta control,online,168950,1-2,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,No recomienda,<= 71,1,1.64385171127776
116,Empresarial Ejecutivo,presencial,115600,3-4,Masculino,Menor a 25,Separado/a,Profesional,Recomienda,159 - 249,1,1.64402115548077
856,Empresarial Ejecutivo,presencial,168935.897435897,3-4,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,No recomienda,159 - 249,4,1.64404907362716
1602,Prepago,online,71480,3-4,Masculino,Menor a 25,Casado/a,Posgrado,Recomienda,250+,4,1.64492184229948
8,Postpago cuenta control,online,173210,1-2,Masculino,Entre  26 y 45,Soltero/a,Profesional,Neutro,250+,4,1.64542740933306
811,Postpago cuenta control,online,264465,3-4,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Recomienda,250+,3,1.64681063616595
231,Empresarial Ejecutivo,presencial,176440,1-2,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Neutro,<= 71,3,1.64749244066254
1466,Prepago,presencial,96710,1-2,Femenino,Menor a 25,Casado/a,Posgrado,Recomienda,250+,1,1.64975342235771
571,Empresarial Ejecutivo,online,204015,0,Masculino,Entre  26 y 45,Soltero/a,Técnico,Neutro,159 - 249,3,1.65042836524048
1843,Empresarial Ejecutivo,online,94840,3-4,Femenino,Menor a 25,Casado/a,Profesional,Neutro,<= 71,1,1.65072326350439
692,Postpago cuenta control,online,43200,1-2,Masculino,Menor a 25,Soltero/a,Profesional,Recomienda,72 - 158,1,1.65164422502062
310,Postpago cuenta control,presencial,189165,1-2,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Neutro,159 - 249,3,1.65196804329178
1112,Empresarial Ejecutivo,presencial,167700,1-2,Femenino,Menor a 25,Casado/a,Posgrado,Neutro,159 - 249,1,1.65502599946852
935,Prepago,online,110060,3-4,Femenino,Menor a 25,Soltero/a,Profesional,Recomienda,250+,1,1.65521933420551
152,Prepago,presencial,83385,1-2,Femenino,Menor a 25,Soltero/a,Profesional,Recomienda,72 - 158,3,1.65631758510002
380,Empresarial Ejecutivo,online,158580,0,Femenino,Menor a 25,Casado/a,Bachillerato o inferior,Recomienda,<= 71,1,1.65669552876002
340,Empresarial Ejecutivo,online,207600,3-4,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,2,1.65695675471374
107,Postpago cuenta control,presencial,63955.5555555556,3-4,Femenino,Menor a 25,Soltero/a,Técnico,Recomienda,250+,4,1.65780460431092
978,Postpago cuenta control,presencial,50660,3-4,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Recomienda,159 - 249,1,1.65806336087087
27,Empresarial Ejecutivo,presencial,144245,3-4,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,No recomienda,250+,4,1.65848723398361
1629,Postpago cuenta control,presencial,23100,3-4,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Neutro,250+,1,1.65976991254833
1393,Prepago,online,157090,3-4,Femenino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Recomienda,159 - 249,4,1.65985659927147
66,Prepago,presencial,96733.3333333333,1-2,Masculino,Menor a 25,Casado/a,Profesional,Neutro,159 - 249,3,1.66121960811689
1156,Prepago,presencial,41480,3-4,Femenino,Menor a 25,Soltero/a,Profesional,No recomienda,<= 71,1,1.66198509695919
472,Empresarial Ejecutivo,online,177400,1-2,Femenino,Entre  26 y 45,Casado/a,Profesional,Recomienda,159 - 249,1,1.66231634529465
843,Empresarial Ejecutivo,online,271500,3-4,Femenino,Menor a 25,Casado/a,Bachillerato o inferior,Recomienda,72 - 158,3,1.66380283439355
368,Postpago cuenta control,presencial,89802,1-2,Femenino,Entre  26 y 45,Divorciado/a,Posgrado,No recomienda,159 - 249,4,1.66407536413451
1239,Postpago cuenta control,online,37100,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,1,1.66409678687239
1405,Empresarial Ejecutivo,online,361070.869565217,1-2,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,159 - 249,4,1.66448194658448
283,Empresarial Ejecutivo,online,153690,1-2,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Recomienda,159 - 249,4,1.6644843071262
263,Empresarial Ejecutivo,online,371820,3-4,Masculino,Mayor a 45,Separado/a,Bachillerato o inferior,Recomienda,<= 71,1,1.66689972123823
303,Empresarial Ejecutivo,presencial,148100,3-4,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Recomienda,<= 71,3,1.66789527811828
590,Postpago cuenta control,online,26030,0,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,<= 71,1,1.66912904392997
177,Postpago cuenta control,online,129900,3-4,Masculino,Entre  26 y 45,Casado/a,Profesional,Recomienda,72 - 158,1,1.66913863114208
216,Postpago cuenta control,presencial,47020,1-2,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Neutro,250+,2,1.67212876493371
486,Postpago cuenta control,online,219720,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,159 - 249,1,1.67214082760372
849,Postpago cuenta control,presencial,154000,1-2,Femenino,Menor a 25,Casado/a,Posgrado,Recomienda,159 - 249,1,1.67460669516401
853,Empresarial Ejecutivo,presencial,141301.818181818,1-2,Femenino,Entre  26 y 45,Divorciado/a,Técnico,No recomienda,72 - 158,4,1.67546668090128
200,Empresarial Ejecutivo,presencial,151983.529411765,1-2,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Neutro,72 - 158,4,1.67843999080529
962,Empresarial Ejecutivo,presencial,147300,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,No recomienda,159 - 249,2,1.67927971762623
586,Empresarial Ejecutivo,online,203571.428571429,1-2,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,3,1.67940200093175
181,Empresarial Ejecutivo,presencial,243500,1-2,Masculino,Mayor a 45,Casado/a,Profesional,Neutro,159 - 249,3,1.68112415379525
786,Postpago cuenta control,online,141014,0,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,No recomienda,159 - 249,4,1.68325094940884
367,Postpago cuenta control,online,85901.6666666667,1-2,Femenino,Entre  26 y 45,Divorciado/a,Posgrado,No recomienda,159 - 249,4,1.68429206040108
1280,Postpago cuenta control,presencial,54890,0,Masculino,Menor a 25,Soltero/a,Posgrado,Recomienda,<= 71,1,1.68444899506983
424,Postpago cuenta control,online,304945,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Neutro,250+,3,1.68484354972509
1963,Empresarial Ejecutivo,presencial,166667.272727273,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,3,1.68534518750096
509,Empresarial Ejecutivo,online,318800,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,159 - 249,3,1.68543510829996
322,Empresarial Ejecutivo,online,569020,1-2,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Neutro,<= 71,1,1.68553094883926
1160,Empresarial Ejecutivo,presencial,163640,1-2,Femenino,Entre  26 y 45,Soltero/a,Profesional,Recomienda,159 - 249,4,1.68938100835193
1064,Empresarial Ejecutivo,presencial,96800,1-2,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,1,1.68953022288041
1293,Empresarial Ejecutivo,presencial,206400,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,1,1.69039939072391
371,Empresarial Ejecutivo,presencial,187798.139534884,1-2,Femenino,Entre  26 y 45,Soltero/a,Posgrado,No recomienda,159 - 249,4,1.69203591120424
1308,Postpago cuenta control,presencial,289760,0,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Recomienda,<= 71,1,1.6933675244275
1556,Empresarial Ejecutivo,online,360540,3-4,Femenino,Menor a 25,Casado/a,Profesional,Neutro,<= 71,1,1.69395898802599
1326,Postpago cuenta control,presencial,85110,1-2,Masculino,Menor a 25,Casado/a,Posgrado,Recomienda,<= 71,3,1.69405562372608
1581,Prepago,online,165600,1-2,Femenino,Menor a 25,Soltero/a,Profesional,Recomienda,72 - 158,1,1.69650171843925
1062,Empresarial Ejecutivo,online,210340,3-4,Femenino,Menor a 25,Separado/a,Bachillerato o inferior,No recomienda,159 - 249,4,1.69724294817047
1845,Postpago cuenta control,presencial,149880,3-4,Femenino,Menor a 25,Casado/a,Profesional,Neutro,159 - 249,3,1.69822649415878
801,Prepago,presencial,85766.6666666667,3-4,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Recomienda,250+,4,1.69873312475139
666,Empresarial Ejecutivo,presencial,231800,3-4,Femenino,Menor a 25,Soltero/a,Profesional,No recomienda,72 - 158,1,1.69984512049354
1638,Empresarial Ejecutivo,presencial,164480,1-2,Masculino,Entre  26 y 45,Casado/a,Posgrado,Recomienda,159 - 249,4,1.69986780907892
696,Empresarial Ejecutivo,presencial,512080,1-2,Femenino,Menor a 25,Casado/a,Profesional,No recomienda,<= 71,1,1.70027228104271
528,Empresarial bajo costo,online,1416266.66666667,1-2,Femenino,Entre  26 y 45,Casado/a,Bachillerato o inferior,No recomienda,159 - 249,4,1.70033577071734
1718,Empresarial Ejecutivo,online,248746.666666667,1-2,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Neutro,<= 71,2,1.70067509927596
248,Empresarial Ejecutivo,online,379900,0,Masculino,Entre  26 y 45,Casado/a,Posgrado,Recomienda,159 - 249,3,1.70228628887635
1804,Prepago,presencial,117000,3-4,Femenino,Entre  26 y 45,Soltero/a,Técnico,Recomienda,<= 71,1,1.70267766304691
1533,Empresarial bajo costo,online,3232000,1-2,Masculino,Menor a 25,Soltero/a,Profesional,Neutro,72 - 158,1,1.70292422321997
13,Postpago cuenta control,presencial,85610,5-6,Femenino,Menor a 25,Divorciado/a,Profesional,Recomienda,250+,2,1.70352125307381
592,Empresarial Ejecutivo,presencial,45790,0,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,159 - 249,3,1.70392179579432
168,Empresarial Ejecutivo,online,99700,1-2,Masculino,Menor a 25,Soltero/a,Profesional,Recomienda,72 - 158,2,1.70401776966291
775,Empresarial Ejecutivo,presencial,149812,1-2,Masculino,Mayor a 45,Soltero/a,Posgrado,Neutro,<= 71,3,1.70595931575079
671,Empresarial Ejecutivo,online,130375,1-2,Masculino,Menor a 25,Soltero/a,Profesional,No recomienda,72 - 158,3,1.71017259766224
159,Empresarial Ejecutivo,presencial,107239.540229885,1-2,Femenino,Menor a 25,Casado/a,Posgrado,Recomienda,250+,4,1.71042572458673
579,Empresarial Ejecutivo,online,317790,1-2,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,No recomienda,<= 71,3,1.71052393065588
572,Empresarial Ejecutivo,presencial,103733.076923077,0,Masculino,Entre  26 y 45,Soltero/a,Técnico,Neutro,159 - 249,4,1.71075426731968
1924,Postpago cuenta control,presencial,138100,1-2,Femenino,Menor a 25,Casado/a,Bachillerato o inferior,No recomienda,72 - 158,3,1.71084046601395
132,Empresarial Ejecutivo,presencial,133800,1-2,Femenino,Menor a 25,Soltero/a,Profesional,Recomienda,72 - 158,1,1.71164762244323
347,Empresarial Ejecutivo,presencial,292145.714285714,1-2,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,No recomienda,159 - 249,4,1.71197404964415
1145,Postpago cuenta control,presencial,64400,1-2,Femenino,Menor a 25,Casado/a,Profesional,Recomienda,<= 71,2,1.71214444908967
819,Empresarial bajo costo,presencial,2026360,3-4,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Recomienda,250+,4,1.71386811811929
733,Empresarial Ejecutivo,online,308016.923076923,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Neutro,250+,4,1.71417310201422
517,Empresarial Ejecutivo,online,326147.5,1-2,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Neutro,159 - 249,4,1.71492150357322
1292,Postpago cuenta control,presencial,135000,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,1,1.71528538089151
1251,Postpago cuenta control,online,37000,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,72 - 158,1,1.71549441284773
1176,Empresarial Ejecutivo,online,173196,1-2,Femenino,Menor a 25,Casado/a,Profesional,Recomienda,72 - 158,4,1.71568320656436
1914,Prepago,presencial,121700,1-2,Femenino,Menor a 25,Casado/a,Bachillerato o inferior,Neutro,72 - 158,1,1.71631298399342
1785,Empresarial Ejecutivo,presencial,90400,1-2,Femenino,Mayor a 45,Divorciado/a,Posgrado,Recomienda,159 - 249,1,1.7165940707234
64,Postpago cuenta control,presencial,53660,3-4,Femenino,Menor a 25,Casado/a,Profesional,Neutro,250+,1,1.71704531019281
383,Prepago,presencial,176100,3-4,Femenino,Menor a 25,Casado/a,Tecnólogo,Recomienda,72 - 158,1,1.71955602965743
1795,Empresarial bajo costo,online,2916600,1-2,Femenino,Entre  26 y 45,Soltero/a,Profesional,Recomienda,72 - 158,3,1.71985639086272
1020,Postpago cuenta control,presencial,49340,1-2,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Neutro,<= 71,2,1.71996285382536
1627,Empresarial Ejecutivo,presencial,198700,1-2,Masculino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Neutro,250+,1,1.72037346222021
1386,Empresarial Ejecutivo,online,150760,1-2,Femenino,Menor a 25,Casado/a,Bachillerato o inferior,Neutro,250+,1,1.72220588304068
57,Postpago cuenta control,online,109334.285714286,3-4,Femenino,Menor a 25,Soltero/a,Profesional,Recomienda,250+,4,1.72237206483446
1653,Postpago cuenta control,online,154640,3-4,Masculino,Menor a 25,Casado/a,Bachillerato o inferior,Recomienda,250+,1,1.72504834599261
1772,Empresarial Ejecutivo,online,209860,3-4,Masculino,Entre  26 y 45,Casado/a,Profesional,Recomienda,250+,4,1.72519724851852
2000,Prepago,presencial,202400,3-4,Femenino,Entre  26 y 45,Separado/a,Tecnólogo,Neutro,159 - 249,1,1.72530523877247
1124,Empresarial Ejecutivo,online,168240,3-4,Femenino,Menor a 25,Soltero/a,Profesional,Neutro,<= 71,1,1.72548322663878
575,Empresarial Ejecutivo,presencial,61760,1-2,Masculino,Menor a 25,Casado/a,Posgrado,Neutro,250+,1,1.7260309667826
1668,Empresarial Ejecutivo,presencial,133976,1-2,Femenino,Menor a 25,Soltero/a,Posgrado,Neutro,250+,3,1.72604322131743
477,Prepago,online,35766,0,Masculino,Entre  26 y 45,Casado/a,Posgrado,Recomienda,250+,4,1.72679724581199
2005,Postpago cuenta control,presencial,69500,1-2,Femenino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,No recomienda,159 - 249,2,1.72845510454886
1616,Empresarial Ejecutivo,presencial,579930,1-2,Masculino,Menor a 25,Casado/a,Posgrado,Neutro,159 - 249,4,1.72891153854697
596,Empresarial Ejecutivo,presencial,125293.823529412,3-4,Masculino,Mayor a 45,Soltero/a,Profesional,Recomienda,250+,4,1.72986464083503
1933,Empresarial Ejecutivo,online,144600,3-4,Femenino,Menor a 25,Soltero/a,Tecnólogo,No recomienda,159 - 249,1,1.73022450664584
1060,Empresarial bajo costo,online,2327000,3-4,Femenino,Menor a 25,Separado/a,Bachillerato o inferior,No recomienda,250+,3,1.73068408551485
47,Postpago cuenta control,presencial,126111.827956989,3-4,Masculino,Menor a 25,Casado/a,Profesional,Recomienda,250+,4,1.7318126750704
1179,Prepago,online,78350,1-2,Femenino,Menor a 25,Soltero/a,Profesional,Recomienda,72 - 158,3,1.73415244334307
1418,Postpago cuenta control,online,114803.846153846,1-2,Femenino,Entre  26 y 45,Soltero/a,Posgrado,Neutro,250+,4,1.73432906755482
206,Empresarial Ejecutivo,online,248815,3-4,Masculino,Menor a 25,Soltero/a,Bachillerato o inferior,Neutro,250+,3,1.734951665004
890,Postpago cuenta control,online,28350,0,Femenino,Menor a 25,Soltero/a,Bachillerato o inferior,Neutro,<= 71,1,1.73531339704572
875,Empresarial Ejecutivo,presencial,250717.142857143,1-2,Femenino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Recomienda,<= 71,3,1.73550408287581
1685,Empresarial Ejecutivo,presencial,70620,1-2,Femenino,Menor a 25,Soltero/a,Posgrado,Recomienda,72 - 158,3,1.73622660011204
1151,Empresarial Ejecutivo,online,238644,3-4,Femenino,Entre  26 y 45,Soltero/a,Profesional,Recomienda,250+,4,1.7368599433809
1317,Empresarial Ejecutivo,presencial,113983.636363636,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,250+,4,1.73700197959702
1255,Postpago cuenta control,online,199045.714285714,1-2,Masculino,Menor a 25,Soltero/a,Posgrado,Neutro,250+,4,1.73733516324806
1388,Empresarial Ejecutivo,presencial,180362.857142857,1-2,Femenino,Entre  26 y 45,Casado/a,Bachillerato o inferior,Recomienda,<= 71,3,1.73739207486814
1839,Empresarial Ejecutivo,online,263070,1-2,Femenino,Entre  26 y 45,Soltero/a,Posgrado,Recomienda,250+,4,1.7383433350827
270,Postpago cuenta control,online,171630,1-2,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,159 - 249,1,1.74142342302369
449,Postpago cuenta control,online,74770,3-4,Femenino,Entre  26 y 45,Divorciado/a,Bachillerato o inferior,Recomienda,<= 71,1,1.74445293593016
636,Empresarial Ejecutivo,online,67400,3-4,Masculino,Menor a 25,Casado/a,Profesional,Neutro,72 - 158,1,1.74449441887554
246,Empresarial Ejecutivo,presencial,90240,3-4,Masculino,Entre  26 y 45,Soltero/a,Bachillerato o inferior,Recomienda,250+,1,1.74479989291556
